stars,comment 
5.0 out of 5 stars,"This Phone is such a darling ! It is really very smart.. I like how we can open it just by saying ok Google from a good distance. Speed is quite fast.. notch is looking good.. I found it a bit heavier than previous models. Processing is awesome with nice camera and great visual quality of screen charging is super fast same like 6 and 5t models.. phone worth considering and best in quality as compared to others! Go for it you won't regret
            "
5.0 out of 5 stars,"Crisp picture quality, impactful sound and an impressive battery life makes it a worthy investment. A blind buy for those who plan to upgrade to OnePlus from others...Fingerprint sensor, face unlock are exciting features but not indispensible.All in all its a fair deal if the base variant itself is 256gb!! What more can u ask for!!I'm happy...N yes...Thank you Amazon for the On time delivery..
            "
5.0 out of 5 stars,"One plus 6T is the best product..... I am loyal customer of one plus ... Before I was using one plus one .... Now I have updated to one +6T and it's really awesome...... It's competition to Apple X and Google pixel😃.... suddenly Apple has started to launch X series r and s....
            "
5.0 out of 5 stars,"Pros:-fingerprint sensor works wellUp-to-date,OSFast Charge is still greatSleek, premium designGreat performanceGreat battery lifeCons:-Camera's Nightscape mode needs workPoor audio capabilities
            "
1.0 out of 5 stars,"this item is defective, color Wave lines are coming while working this mobile.. Automatically restart when using this phone. Very disappointment
            "
1.0 out of 5 stars,"Not worth it. Camera quality is not good. Application frequently crash.
            "
3.0 out of 5 stars,"Fingerprint is not good ,taking more time to unlock,sometimes not at all recognising fingerprint. camera is slow,taking more time for shots ,design shows as it contains two speakers but only one speaker is assembled, ctype headset is not provided.overall good but not satisfied
            "
3.0 out of 5 stars,"One plus 6 is much better than 6t. While collecting data from one plus 6 to one plus 6t half of my data is lost. Previous picture and video are scrammbled. Without date and timing videos and pics are scrambled and new what's app videos and pictures are not showing in gallery.My whole music is lost while delivering from OnePlus to OnePlus 6t.I WILL PREFER NOT TO BUY THIS PHONE.
            "
1.0 out of 5 stars,"After setting up the device, power and volume buttons not working.I am currently in UK and when I contacted customer service they are saying that can't do anything you have to come to Indian customer service which I can't come. Please if anyone can help
            "
5.0 out of 5 stars,"Its Amazing phone, good picture quality, Battery charging unbelievable, battery backup too good...Its OnePlus6T =OnePlussexyMoment i hold phone felt like 37,999 vasul...Additional excitement Type C earphone... Its too cool....
            "
5.0 out of 5 stars,"Packaging : It wasn't good,Box was wrapped with bubble wrap that's it.Delivery: It was quick as lightning,  got it within 36 hours.Product: It's a nice one by OnePlus. Superfast processing, Amazing camera, In Display finger print is also very good and responsive but sometime a bit slow. Look wise exactly as Oneplus 6 n the glass finish on back gives a premium touch to it.Using it for last 2 days overall I am quite happy with it.
            "
4.0 out of 5 stars,"Overall the phone is great. Although they should have considered keeping the headphone jack and 64 gb version.  Also they should have made some in cameras also but it's good anyway. The in display fingerprint scanner was little slow earlier but its better now with the latest update. I hope that in the next version they include ultra sonic scanner rather than optical one that so that it will work even if the screen is turned off.
            "
5.0 out of 5 stars,"Sound and picture quality is damn good.. the new wrap charge is amazing and lightening fast charging. Only issue I face with this is the finger print scanner. Your finger should be exactly placed on the finger print scanner graphics. It takes at least 3 to 4 attempts to unlock. Otherwise the phone is very good and I would recommend you to go for it.. you will never feel it's overpriced because it's worthy of the cash being payed
            "
1.0 out of 5 stars,"While purchasing mobile it shows it’s water resistant but few drops fell down to the mobile it stopped working later I went to service centre they said we can’t Reperair in warranty later I asked them to repair that I’ll pay the money but they said will charge 32k for repair I don’t want to do with this coz 2 months only over for this mobile they are not taking for repair.
            "
5.0 out of 5 stars,"Meets all your expectations. No comparisons. Go for it.I sincerely hope that company does not launch one plus 7 for atleast one year plus else we start feeling that upgradation if any could have been Incorporated in this model only.
            "
4.0 out of 5 stars,"OnePlus 6T is an asset to have it. But such high quality and high end product is with average fingerprint recognition/ face recognition capability. Quite often compel to open with code due to non-recognition of fingerprint. To overcome the problem three times fingerprints have been re-setup but still fingerprint recognition is moderate.In low light performance is moderate.
            "
3.0 out of 5 stars,"I have both the phones one plus 6 and 6t. Camera performance in one plus 6t  is not as good as one plus 6. Rest apprers to be okay as of now.
            "
5.0 out of 5 stars,"I am using Oneplus mobiles from Oneplus 1, Oneplus 2 era.. It's been constantly upgrading the technology in the phone with superior features.. Jus Love my new Oneplus 6t...  Battery, build quality, camera everything is good. Just 35 mins is enough for 15-95% battery. It can lasts for 2 days with moderate use. Worth buying the phone.
            "
5.0 out of 5 stars,"I was bored of Iphone and switched to Oneplus 6t. I never regret my decision as Oneplus is far more better than my previous Iphone 7. Once I charge 6t, I dont need to carry charger along with me till next day. Another advantage is dash charger, which charges mobile to 100% in 35 minutes. Fabulous large AMOLED screen exemplifies viewing experience. Last but not least, it has butter smooth and super fast performance.
            "
5.0 out of 5 stars,"That’s it’s amazing phone fast processor fast charging and camera 📸 is superb day light and low light also after using Series of iPhone 📲Now I become 1+ fan 😍😍
            "
1.0 out of 5 stars,"The phone is having an issue with the Play Store where the apps are not getting downloaded. It will get downloaded for sometime and after that it will show as download pending for ever. Amazon was not ready to replace the item even on the same day if delivery
            "
1.0 out of 5 stars,"People who are planning to buy this phone here are some points you should consider before buying it.Camera quality is worst, the colors are fake.Its new Nightmode is not working properly ,it is spoiling images.My old iphone 6s takes better picture than this DUAL LENSE oneplus 6t . This phone lags even if it has 8gb Ram . Fingerprint is slow .Only Dash Charging is a nice feature
            "
4.0 out of 5 stars,"You should go for one plus 6,2.It has worst on screen reader yet,tech is nt to realiable as physical fingerprint scanner.3.Bad sound output via dongal,somehow original dongal supress quality of music, Bluetooth works fine,again dongal life is heache.One plus 6 has everything it has just a bigger notch,belive me headphone zack sounds better than dongal.
            "
5.0 out of 5 stars,"Really awesome phone all supperb in this phone...no one takeover OnePlus 6T... really great work from one plus... battery backup is mind blowing and picture quality is like I m watching movie in thetare...sound of speakers superb..buy it guys value  for money 👍
            "
5.0 out of 5 stars,"If guys are looking for a awesome smartphone in below 40K range just go for this awesome device i practically compare its camera with samsung note9 and vivo v11 pro and this device beats both you can use this phone 2 days on single charge (when you don't play games) gaming experience is awesome phone looks premium in short none is in comparison of this device five plus stars from my side 😀👍
            "
5.0 out of 5 stars,"I got 256 gb varient in 38,500  after the cashback and exchange with my old phone qnd everything is superb except one thing which is in screen fingerprint. I mean they could have given physical one just like one plus 6 but just to make it different they have given uncooked in screen fingerprint instead of the physical one. I hope they will give ultrasonic in screen fingerprint reader in one plus 7.
            "
5.0 out of 5 stars,"As compared to poco, it has a better screen, better software, a newer in display technology (which is not at all slow/ erroneous), a better camera etc.Not a big upgrade from one plus 6 tho :(
            "
5.0 out of 5 stars,"U cannot xpect better from a phone than this.. a perfct combo of technology n beauty. Awsome performance!!!
            "
4.0 out of 5 stars,"Using it fr 1 week nw.. over all Mobile performance is very good.. Camera was not as expected but decent quality.. Battery backup is awesome.. Solid 48hrs battery backup despite of having Mobile data on fr complete 48hrs..
            "
1.0 out of 5 stars,"Received a damaged product with box open and accessories missing (no charger, usb connector and adapter). Mobile also looks used with marks of all dirty hands on the screen. I paid upfront for a brand new product. Why I am subjected to this? This is cheating.
            "
3.0 out of 5 stars,"The biggest issue for me is the extremely weak vibration intensity even on 'strong' mode. I miss almost all calls when the phone is in the pocket in vibration mode!! There's a bit of lag in getting the home screen back after a call ends (& it's a 8gb model). Apart from that it's a good phone. Great battery life, excellent pictures, be clear sound on loud speaker.
            "
5.0 out of 5 stars,"Ordered OnePlus 6T on Nov 2nd and recieved it on NoV 3rd. First thing is delivery by Amazon was very safe and quick.Phone looks elegantFingerprint sensor on screen works fine and it's easyPicture quality is amazing. Superb fast browsingI will review after few days of usage  again
            "
5.0 out of 5 stars,"Really a flagship killer with this price. This is the shoot of evening time as you can see that the quality of picture is awesome. Build quality is good. Camera is superb and battery life is also works for whole day in heavy usage. Superb performance, gaming mode is superb option for gamers.
            "
4.0 out of 5 stars,"I have been using apple from last 10 years and was never be plan to move to Android. However one plus has changed my perception and finally moved to Android. I thought would be difficult to switch from iOS to Android but one plus did gets me into it so smoothly and Hessel free.. loving it one plus
            "
5.0 out of 5 stars,"First of all big big salute to Amazon delivery....I mean how u ppl do that ....3 days dilvry time in my city u take only 15 hours .....hahaha..now I just wanna say to all ppl who r planing to go for one pluses 6t .....just goooooooo for this phone itz owsam sound is 10 out of 10....camera 8/10 battery life and dash charger 20 out of 10.....go ahead u r not gonna repent....itz my suggestion rest u ppl rock....take care u all
            "
1.0 out of 5 stars,"I won't recommend any one to purchase this product. Camera quality is not up mark. I have applied for replacement, not going to take any replacement for such a worst product. Front cam is very poor compare to other less price phones. Please don't buy this product...
            "
5.0 out of 5 stars,"I've started admiring OnePlus brand from the moment I unboxed the phone. The build quality and the software features are for perfectionists. The frequent new updates indicate continual improvement. I definitely recommend this phone who  want balance of cost and features.
            "
3.0 out of 5 stars,"Face unlock is very slow and very poor in low light as compared to Vivo V11 pro face unlock.
            "
5.0 out of 5 stars,"Its completely smooth. after using smasung from ages I just love it. no battery drain. faster charging because of c-type. photo quality is just more than awesome. best buy in this budget
            "
5.0 out of 5 stars,"I like everything. except inbuild finger print sensor. it's quite fast. but not fast as rear mounted finger print sensor. some times its not working fine. but the face recognition is too fast compare to the finger print sensor. even dull light I didn't feel any struggle with that.  I love the camera. smooth display. I like the sound .speakers are awesome. over all its awesome.
            "
4.0 out of 5 stars,"Hi.I have purchased this phone on 8th November. It was working nice but suddenly from last week the phone has gone in vibration mode and it's not turning into sound mode that is the ringtone is not working.It's not even a month the phone is giving me a setback as iwaited for this product to buy as I heard about it. So how to get it done well and what to do please help me out.  Thanking you  Manjit Singh Saluja.
            "
4.0 out of 5 stars,"Phone is fast and smooth. Average Screen display, poor front camera in nights, excellent battery life, primary camera is too good but portrait mode is pathetic. Missed notification light. Sound qiality is average, thanks to. single loudspeaker. Type C bullets earphones are waste of money
            "
1.0 out of 5 stars,"Already the product got a software problem and there was no proper response from the customer service center. The power and volume button were not working the service center said its the software upgrade that caused and they installed an older version to resolve it.
            "
5.0 out of 5 stars,"The product is awesome as usual. One plus has been always at its best when launching a new cellphone. It's fast, fancy and have a decent look.But I have not received C type earphones that were guaranteed at the time of pre booking of the one plus 6T. Can someone guide?
            "
5.0 out of 5 stars,"Worth it
            "
5.0 out of 5 stars,"I bought this phone missing the earphone deal but quality of phone made it up for me. Perfect pic and most of the time people request me to click pics using 6T whenever we are in group.Music is also nice, talking sound is crisp.Battery with good social media usage is 24hrs in single charge. A single charge takes around 1hr.Overall, happy with phone after almost 1.5months.
            "
5.0 out of 5 stars,"Lasted for 2 days in single with my usage. But still exploring the camera.Battery Life is good but after charge the battery percentage is dropping fast from 100 to 90 within 1hr usage. not sure if the usage is aggressive or the battery problem.Camera is ok . Sometimes the image is very clear , sometimes a little bit grainy could be because of subject...
            "
5.0 out of 5 stars,"Just Wow! OnePlus 6t ❤️ The phone is blazing fast in all aspects. Sensors works like charm. Sound is really amazing.... I mean really with or without headphones. I'm a music lover. When it's come to battery life, it is well optimised. I'm completely satisfied with the purchase. Shout out for OnePlus team & my new OnePlus device. Thank you Amazon 🤘
            "
1.0 out of 5 stars,"Worst sound quality from loudspeaker and earpiece speaker...sound is cracking at full volume inspite of taking a replacement of the mobile phone. Quality issues on the new One Plus 6T...better wake up One Plus and stop manufacturing defective handsets.
            "
3.0 out of 5 stars,"Not a very good experience..just a hype. Touch is not perfect, fingerprint recognition sucks. Face recognition is bit good. Within 4 months i can experience a little lag. Also just 2 weeks back i recognise its one speaker is not working.
            "
1.0 out of 5 stars,"The phone look nice but I got a notification about update of software and I updated to os.11 . since then volume and power button is not working. Are u don't provide update before checking them
            "
5.0 out of 5 stars,"Just the looks of my mirror glass finish is great. With the rear camera having OIS is something I am loving especially while taking videos. I play games for around an hour a day and the battery easily comes up to one and a half days. Oxygenos is smooth as always. If I have to mention some con then it would be The missing headphone jack or a missing type c earphone in the case and missing stereo speakers.
            "
5.0 out of 5 stars,"Battery life amazing..Picture quality.. especially the night shots . On the pointSound quality speaker is again not bad.I have upgraded from Mi to one plus ... To be honest I was an iPhone but . Damn this phone though. Speed ram management is perfect..
            "
2.0 out of 5 stars,"It's wast mobile ever because i have face lot of problems after buying this phone and i want to return this with in 10 days but ameson was not return back with in 10 days also...... not show call waiting, notification light not given, end display finger not working properly, battery drained so fast etc. ...... i am not suggesting to anyone buying this OnePlus 6T Phone.
            "
5.0 out of 5 stars,"Just bought this 1 week back, amazing performance and impressive display with the premium look. Camera quality is good but not the best! Inbuilt display finger print works smooth.... ! Battery back up is just great!If you are using one plus 6 currently, do not upgrade!If other mobile users like redmi users, vivo users trying to switch some flagship killer definitely one plus 6T is the one ! Go for it...
            "
5.0 out of 5 stars,"Very good for the price. I'm someone who usually buys the best best flagship available, however this time due to budget concerns I settled on the OnePlus 6T. Camera isn't great, but for this price it's a worthy tradeoff. Love the speed of the device and will be sure to buy only OnePlus phones in the future.By far the best thing about the device is the speed with which it charges. I never have to worry about low battery again.
            "
3.0 out of 5 stars,"Well, the battery life which was the boast of the marketing pitch does not live up to the expectation.Tear drop aperture can be annoying if you are watching some video.I am a first time one plus user so 6t certainly was not able to live up to the expectation which was created by all the hype around marketing promotions.Oppo and Xiaomi are offering same features may be a tad cheaper. Slightly let down.
            "
4.0 out of 5 stars,"despite the need for minor improvements, its a very good 'value for money' product. provision for on & off screen gesture volume control, and missing bluetooth on icon at the top and a better battery life would have made this a true 'killer' smartphone. Still, its a very good handset.
            "
1.0 out of 5 stars,"Believe me or not.. it's just another tipical Chinese phone..not worth money..
            "
5.0 out of 5 stars,"Excellent value for money product. I am very impressed by the performance, camera, battery life and the overall functionality of the device. I would definitely recommend this to people looking out for a device at the given price point.
            "
5.0 out of 5 stars,"The Phone just awesome .It works the way u want .You would experience battery issue once after buying ,for that drain the battery which came with the package and do a full charge without using it and restrict the background apps and charge when it comes to 20%.It worked for me .
            "
5.0 out of 5 stars,"Got my first device of one plus with lot of apprehensions...and am truly mesmerized to hold it in hands... excellent build quality no doubt, elegant and sleek design.... picture quality best achieved by using Google cam..and battery is super lasting with super fast charging....go for it if u want a premium phone with the best of specs...my friend just bought iPhone XR and I can definitely say one 6T is a lot better....
            "
5.0 out of 5 stars,"Amazing hardware and very active and helpful community. This is definitely higher bar in terms of hardware compared to samsung. I wonder how will I turn to other brands due to Dashcharge and such light weight Oxygen OS.
            "
5.0 out of 5 stars,"After almost one month of use.1. Battery life is the best feature, easily 2 days phone if you are moderate user.2. Oxygen OS - its just fluid. No lags.3. Even though it's only having one speaker, it's loud and clear. (stereo speakers would have been better)4. Picture quality is decent. Not the best.5. Overall - Built quality is good and feel of the phone is good.I will recommend.
            "
2.0 out of 5 stars,"Blurred video noted watching online,but once downloaded video quality is good, referred to Amazon & they mentioned it as network issue,changed sim to other device, online video quality good, no network issue with other mobile devicesAmazon Engineer couldn't locate the issueBid thumbs downDevice with 6GB RAM crashes occasionallyNot up to standard as expected
            "
5.0 out of 5 stars,"Miss the headphone jack. But overall it is a very good mobile. Smooth, snappy and responsive. Screen looks amazing. Its a treat for the eyes to watch videos on OP6T. On screen fingerprint scanner is a bit laggy. But it gets fast with time. Face unlock is very fast.
            "
5.0 out of 5 stars,"One of the best phones out there, and that counts while putting it against the IOS devices. The battery just won't die and the screen resolution is unbelievable. So many features. In display finger print and face unlock are lighting fast. You don't really need an 8gb phone. 6 is more than enough.  Camera quality is too good and night mode is another level. Definitely a flagship killer and living upto it's name.
            "
5.0 out of 5 stars,"I liked all features in oneplus ... battery is not that great.,But worth
            "
5.0 out of 5 stars,"Battery life is a big improvement in One Plus 6T. The fingerprint is corny. It doesn't work well many a times. However I use Face Unlock and PIN which is fast and very handy during night also. Smooth performance in opening any apps and given the way One Plus has optimised their oxygen OS, there is no lag at all. Go for the device if you have the budget.
            "
5.0 out of 5 stars,"Go for buddies....... phone's blessings fast FM other.and battery backup is osm....no doubt that.Camera 3.5/5Battery 5/5Display 4.5/5Performance 5/5Lock+sensor 5/5Anything doubt about d phone pls msg me .....I can handle
            "
4.0 out of 5 stars,"Overall nice phone.. But i can't understand why one plus team didn't add the feature to add a new folder while I'm moving or copying some files from one place to other place. There is no option for adding a new folder
            "
5.0 out of 5 stars,"Faster than ever....only thing is the camera software ...the camera quality was good in camera but if we take the picture the quality decreases...anyway a software update can fix this...Buy this only if you have money or if you really want this... otherwise go for an budget device like MI A2...
            "
5.0 out of 5 stars,"I'll start with the build quality and I have to say it seems pretty tough , the phone is very light  but if u use the back cover provided but ones it's balances the phone weight . Now it seems perfect to hold the phone . Camera quality is excellent. Sound quality is pretty impressive as well, I've tried the warp charge I don't say it charges the phone in 20 mins . But it's very quick .
            "
5.0 out of 5 stars,"🤑 Simply awesomeFP Scanner 👌Facial recognition is excellent even in low light conditionsGreat camera and picture quality5/5 for this one
            "
1.0 out of 5 stars,"Phone is not working properly there is sone issues1) sometimes phone screen off automatically after 3 to 4 min open automatically.2) lock open without finger print & without face lock3) sometimes phone hang.3 problem are coming in my phone
            "
5.0 out of 5 stars,"OnePlus again proud itself
            "
1.0 out of 5 stars,"May some features good but today I was shocked when my what's up got hanged and I tried to switch of but it didn't work at all. I never expect with this type of quality with in purchase of first month of mobile.
            "
3.0 out of 5 stars,"I am a OnePlue5 user and based on that performance I ordered 6T to gift it for my wife, Although it's the best flagship device selfi camera is not up to the mark as previous models. It's changing the color to slight pinkish and making it un natural. If you are not concerned about selfi then go for it. If you are more into selfi then give it a thought before you buy it. It's not wider,though.
            "
5.0 out of 5 stars,"OP 6t = Awesome. What else u expect from a phone? In low.light with gcam mod excellent shots, really really worth for money. Buy it blindly. It's 4th gen Dual Cam so all the issues sort out in this model, next op7 is 1st gen pop-up camper so guys some issues will there in popups .so if u want a good premium phone pls buy it. And charging in 1hr 10 mins, and I got exactly one day batter life
            "
2.0 out of 5 stars,"One plus had a great image for me and therefore i invested with 6t. To my horror, i shattered my expectations totally. Camera sucks. Not even one good picture with good pixel i could click so far. For this prize, don't buy guyz.. Poor show
            "
1.0 out of 5 stars,"writing the review after 3months of use, on screen fingerprint not working and looks like fake, camera hang sometimes also the screen touch will not work properly, pictures are good but videos are really bad, price is also high for this phone, with my experience I will not recommend this phone to anyone
            "
5.0 out of 5 stars,"Never settle.❤️ Camera ,battery ,display, gaming performance, all things are good..in display fingerprint is the cool feature with the sexiest animation for fingerprint.... the bestt features provided by one pluss in proper budget price... Mirror black colour is best one in one plus. I just loved one plus smartphone... Fully satisfied with uh one plus... Thanks to uh..❤️😎🙏
            "
5.0 out of 5 stars,"beautifully crafted design . the face unlock feature is extremely fast and reliable.infingerprint feature is also good. good quality images. battery charges rapidly .only issues is with battery a bit ,1 day backup with good use. drains rapidly while playing high end games , I think that's Ok with current phone lineups.overall a great product. satisfied.
            "
3.0 out of 5 stars,"I have no problems with the  handset except one very basic feature - the signal strength and hence voice clarity. My call drops frequently or the voice is not clear on the other side. Everyone who calls me complains the same. This was never a concern on my old iPhone.
            "
5.0 out of 5 stars,"Dislike = removal of LED Notification light & automatic display brightness not functioning properly ...Otherwise awesome productPerfect Build Quality, Sounds is like Dhamaka , Outstanding performance, Fabulous picture Quality
            "
5.0 out of 5 stars,"Awsumm mobile camera is improve from one plus 6 and battery backup is good but little bit slow in fingerprint but there is very less use of finger print becouse face unlock is awsumm
            "
4.0 out of 5 stars,"I just have just 2 things to point out this phone except that this is fabulous I am currently njyng the phone.1.Finger print scanner is not that quick.2.When it's scanning (fingerprint) brightness will be increased Wich will be a bit unknowing at nights.
            "
4.0 out of 5 stars,"Very good mobile, dual volte support, but its not working dual 4g standby. If use 2nd sim for net and When calling with 1st sim, the 2nd sim network will not working.
            "
5.0 out of 5 stars,"I am a big fan of oneplus. I used oneplus 2 from last 3 yrs. Now i switched to this. And i am very happy with the performance. Good battery life. Good sound quality and great performance. Never get hanged. Only there is a problem in nite mode. Phone takes a lot of time save photo when clicked in this mode. So oneplus needs to give a patch and fix this
            "
5.0 out of 5 stars,"Picture quality is good but not very good as i expected and sound quality is very good where as battery life is average for gaming, but for like calls and using it for office work it is good and stay upto a whole day or more
            "
5.0 out of 5 stars,"Very good product by one plus but price so haiCamara 10/8Battery 10/8Screen  10/10Fingerprint lock 10/6Charger 10/10Prosser  10/10Sounds  10/10
            "
5.0 out of 5 stars,"I liked it's display,fast processing, in display finger print scanner, battery life and face unlocking. It is pretty compact and very easy to handle, considering the screen size.  But picture quality was definitely lower than much cheaper phone, which I was using earlier.
            "
5.0 out of 5 stars,"Awesome phone competitive with iPhone Xs also once going with frnd who was having Xs and we both started taking videos on each other phone and he really got ambrs seeing my awesome quality more then his iPhone and I was confidently taking more and more videos ,sound quality is like crystal clear best phone superb price happpyyy✌️❤️❤️❤️
            "
3.0 out of 5 stars,"Not much imorovement, I find 5T still better.The company forgot it's motto, started eyeing on customer's pocket!
            "
4.0 out of 5 stars,"The phone is amazing , battery life is insane , dash charging is good , but i feel like it crashes sometimes during when i use so many apps which I haven't felt in other flag ships this year and the screen shows some glitches occasionally . If this won't cause a problem in a long run it won't even bother the users experience . Anyway for its money it gives everything it could offer.
            "
5.0 out of 5 stars,"OnePlus 6T is Best For What Your Spending.Camera GoodNeeds improvemensBattery GoodBuild Quality ExcellentDesign ExcellentOxygen OS Super ExcellentDisplay ExcellentPerformance BeastFingerprint Unlocking Impressive FastFace ID unlock Blazing FastOverall Experience is Excellent
            "
1.0 out of 5 stars,"Not good with the phone, lots of issues, looking for a replacement
            "
4.0 out of 5 stars,"Good phone. Speaker sound quality could have been better.Gift coupon for prebooking wasn't given to me as the prebooking was done from a friend's Amazon account. Had this been clearly indicated, necessary steps could have been taken before prebooking and would not have missed the offer of the handsfree. Loss of Rs. 1490.
            "
5.0 out of 5 stars,"I was a loyal customer of iPhone since last 5 years and this is my first one plus phone.Priced at 38000 it's a steal.Battery, display and sound is excellent.Camera I still say Not as good as I phone 7 s plus.But overall value for money.Its a new phone so no problem s right now but not sure about the service part.Also I did not received the original invoice with the delivery ,not even in the mail.
            "
1.0 out of 5 stars,"Microphone is not working. No solution found.
            "
5.0 out of 5 stars,"I bought it immediately as it was launched in November and after a use of almost 4 months I am writing this review.Phone is very good in its looks, slim, glossy, 95% screen, good dual camera, best battery.However face unlock option is pathetic, it still unlocks with my brother's face and team One Plus is yet to resolve it.
            "
1.0 out of 5 stars,"Do not buy this stupid product, had issue heating with calls and calls used to hug up more often got it replaced once but it was the same issue all this happened within 10 days and Amazon refused to replace again  and told me to contact manufacturer, I contacted one plus and they told me to send it for repair. Pathetic service all over from Amazon and one plus. Now I'm stuck with this defective unit.
            "
2.0 out of 5 stars,"Battery life is not so good as they said while buying and also camera quality is very poor . So I totally disappointed with this Product. Now I suggest to give update to increase battery life and also for camera quality.
            "
1.0 out of 5 stars,"It can be a good phone most of the times I am facing issues with basic things like calling someone, opening camera. increasing volume. Yes, it has issues with all these basic things and I have to restart my phone every now and then.I am using this phone for more than 5 months now and waiting for onuplus to fix these issues but they haven't.
            "
1.0 out of 5 stars,"Came with faulty software installed. Had to go to service centre to get it reinstalled. Hoped for a better experience from a mobile which boasts of the best user experience.
            "
5.0 out of 5 stars,"Finally got delivery of my one plus 6t after owning one plus 1 for over 4 years. Loved it. Look and feel is ASOS one. Battery life is good . Haven’t been able to monitor the dash charge, but hoping that it meets expectation. Package comes with nice silicon case and phone is preinstalled with tempered glass, no need to buy another,
            "
3.0 out of 5 stars,"This is my first OnePlus phone. I like the phone, speed and battery backup are good but there are some basic features that I am missing like ""charging led light"",  music player (not inbuild) , volume button on opposite side , i feel more comfortable if volume button is on right side and i can use my thumb to control. But yes i will get used to it later may be.
            "
5.0 out of 5 stars,"After using for almost 20 days, I can say I am fully satisfied with 6T. This is best Android phone available in market & at this price is a catch.- Camera is second to Pixel 3XL, then again Pixel is priced roughly 80k.- In display touch was slow initially, which got faster with latest updat, should be more fast though. But face recognition is superfast, so not much to worry touch lock.
            "
4.0 out of 5 stars,"it is good product, smooth display, good battery life, but not easy to use after switch from iphone to oneplus.big in size, some features are missing as compare to iphone. over all good but expensive as compare to other products in market.
            "
5.0 out of 5 stars,"Sturdy build quality, great performance, amazing camera features (more so with the added nightscape mode). My battery lasts for more than a day on normal days with some browsing, some photographs taken and some music. On days where I use it for heavy gaming, I usually charge it in the middle of the day once and I'm set. Aesthetically beautiful phone. I own the mirror black version and in love with it!
            "
5.0 out of 5 stars,"In Love with this device, the picture quality is so richThe real beast is here, I saw people comparing cheap Poco with this Premium device.Pros :Fastest in display finger print sensorNavigation GesturesBigger batteryNo cons as of nowWell if you are switching from a older device rather than one plus 6, this will is a best upgrade
            "
5.0 out of 5 stars,"Pros1: Face unlock fast as ever2: Best gaming performance3: Battery life last longer than 1.5 day4: Camera quality awesome in potrait mode5: Comes with glass protector and rubber case6: Fast charging requires less than 1 hour for 100%Cons1: Without headphone jack sucks2: In display fingerprint not accurate/faster3: No led notification
            "
5.0 out of 5 stars,"An excellent battery life and super fast charging through the lightning cable . Snapdragon 845 gives you the experience of high speed.NightScape need to improve not really good at callibrating images .Screen Unlock is just awesome .Overall a must buy phone
            "
5.0 out of 5 stars,"Over all the product is good. I just wanted some help with slow motion feature during night time. When I am making slow motion  videos during night, the video is not clear and the video is very dark.If there is some settings please help me
            "
5.0 out of 5 stars,"The product looks like amazing! Elegant look, nice picture quality, sound is also good. Worth purchasing. But surprisingly the Headphone and screen protective cover is missing or not provided with the phone. That is not giving good feeling.
            "
4.0 out of 5 stars,"Being an Iphone user i can say Iphone's camera is much better than OnePlus's camera. Very good battery backup. Faced few glitches like double tap wake up sometimes doesn't reponds. In-Display finger print scanner takes ages to unlock sometimes.
            "
5.0 out of 5 stars,"I have a one plus x too with me right now which I bought on 2015.I didn't feel like exchanging it for one plus 6t.I felt like still keeping the cute little one plus x.Ultimately that's what a fan does right.. :PLove one plus.
            "
4.0 out of 5 stars,"Well i broke my Oneplus 5 so bought this, i tell you the onscreen finger print is not exactly a add on but it is way less efficient then the Oneplus 5's physical fingerprint. that use to take just 50 milliseconds while this takes 1-2 sec to recognise it.hope it gets better with the software update. rest everything is way better then its predecessors
            "
5.0 out of 5 stars,"I moved from iPhone 7 Plus to this phone and my experience with this is completely awesome.Pros:It is lightweight, display is magnificent, OxygenOS is far more better than iOS, the in display fingerprint scanner is like a future tech and works pretty fast (faster than Touch ID), Face Unlock works within milliseconds, the gestures are amazing, gameplay with PUBG & Ashphalt 9 is smooth as butter, battery backup is hell good. It is a must buy phone!Cons:As I moved from iPhone, I would say it's camera quality is not upto the mark, Portrait images simply cannot be compared to like those of iPhone 7 Plus and above.I am being brutally honest and I hope my review helps.
            "
4.0 out of 5 stars,"Everything about the phone is good but the seller doesn't convert the offered ""No cost EMI"" service into EMI, when you receive credit card bill you have to pay full amount. Than the bank tell us to convert into easy EMI with interest of 18% to 24%.
            "
5.0 out of 5 stars,"Received delivery within 12 hours of ordering.Silky smooth to operate as always with OnePlus.Photo quality,battery life and slow motion shooting is excellent.As it being mentioned time and time again it is serious Flagship killer.As I am reviewing after almost 1.5 months it still makes me feel same as new with that extra ram and battery life for fast operations of games and regular apps.
            "
5.0 out of 5 stars,"Camera Excellent ✅Gaming Mode Excellent ✅Sounds Excellent ✅Face Unlock Super Fast ✅Fingerprint Unlock Little Slow ❌Battery Consumption in Gaming Mode Little Bad ❌Atlast it's Budget Segment Premium Smartphone 😘
            "
4.0 out of 5 stars,"EVERYTHING ABOUT THIS PHONE IS GREAT. NO ISSUE WITH ANYTHING AMAZON DELIVERED THIS PHONE IS ONE AS PROMISED. CAMERA, DISPALY, NOTCH, MATERIAL USED, EVERYTHING IS AWESOME. JUST AS WE ARE BUYING SO MUCH COSTLY PHONE WE EXPECT 5G. ALTHOUGH ONEPLUS SAY NEVER SETTLE NOW I HAVE TO SETTLE WITHOUT 5G LOL.WELL STILL ITS A GREAT PHPONE AND BETTER THAN IPHONE.
            "
